nom_amenageur,siren_amenageur,contact_amenageur,nom_operateur,contact_operateur,telephone_operateur,nom_enseigne,id_station_itinerance,id_station_local,nom_station,implantation_station,adresse_station,code_insee_commune,coordonneesXY,nbre_pdc,id_pdc_itinerance,id_pdc_local,puissance_nominale,prise_type_ef,prise_type_2,prise_type_combo_ccs,prise_type_chademo,prise_type_autre,gratuit,paiement_acte,paiement_cb,paiement_autre,tarification,condition_acces,reservation,horaires,accessibilite_pmr,restriction_gabarit,station_deux_roues,raccordement,num_pdl,date_mise_en_service,observations,date_maj,last_modified,resource_id
PLAGECO DISTRIBUTION,394121545,ingrid.labarrere@scaso.fr,PLAGECO DISTRIBUTION,sylvie.at@scaso.fr,0558830083,Leclerc Express Labouheyre,FREVBP1936003,Non concerné,Leclerc Express Labouheyre,Parking privé à usage public,"67 Allée des Genêts, 40210 Labouheyre",40134,"[44.202740, -0.926388]",1,FREVBP19360031943447,Non concerné,22,false,true,false,false,false,true,false,false,false,gratuit,Accès libre,false,"Mo 08:00-21:00, Tu 08:00-21:00, We 08:00-21:00, Th 08:00-21:00, Fr 08:00-21:00, Sa 08:00-21:00, Su 08:00-21:00",Accessible mais non réservé PMR,Non concerné,false,Indirect,,2021-02-11,"Recharge uniquement disponible pendant les horaires d'ouverture du BBJ, Carte de recharge à demander à l'accueil",2021-05-18,2021-05-28T16:57:47.576000,ec86b8c6-80f3-46b8-af7b-c329d2300567
PLAGECO DISTRIBUTION,394121545,ingrid.labarrere@scaso.fr,PLAGECO DISTRIBUTION,sylvie.at@scaso.fr,0558830083,Leclerc Express Labouheyre,FREVBP1936003,Non concerné,Leclerc Express Labouheyre,Parking privé à usage public,"67 Allée des Genêts, 40210 Labouheyre",40134,"[44.202740, -0.926388]",1,FREVBP19360031943253,Non concerné,22,true,true,false,false,false,true,false,false,false,gratuit,Accès libre,false,"Mo 08:00-21:00, Tu 08:00-21:00, We 08:00-21:00, Th 08:00-21:00, Fr 08:00-21:00, Sa 08:00-21:00, Su 08:00-21:00",Accessible mais non réservé PMR,Non concerné,false,Indirect,,2021-02-11,"Recharge uniquement disponible pendant les horaires d'ouverture du BBJ, Carte de recharge à demander à l'accueil",2021-05-18,2021-05-28T16:57:47.576000,ec86b8c6-80f3-46b8-af7b-c329d2300567
PLAGECO DISTRIBUTION,394121545,ingrid.labarrere@scaso.fr,PLAGECO DISTRIBUTION,sylvie.at@scaso.fr,0558830083,Leclerc Express Labouheyre,FREVBP1936003,Non concerné,Leclerc Express Labouheyre,Parking privé à usage public,"67 Allée des Genêts, 40210 Labouheyre",40134,"[44.202740, -0.926388]",1,FREVBP19360031944305,Non concerné,22,false,true,false,false,false,true,false,false,false,gratuit,Accès libre,false,"Mo 08:00-21:00, Tu 08:00-21:00, We 08:00-21:00, Th 08:00-21:00, Fr 08:00-21:00, Sa 08:00-21:00, Su 08:00-21:00",Accessible mais non réservé PMR,Non concerné,false,Indirect,,2021-02-11,"Recharge uniquement disponible pendant les horaires d'ouverture du BBJ, Carte de recharge à demander à l'accueil",2021-05-18,2021-05-28T16:57:47.576000,ec86b8c6-80f3-46b8-af7b-c329d2300567
PLAGECO DISTRIBUTION,394121545,ingrid.labarrere@scaso.fr,PLAGECO DISTRIBUTION,sylvie.at@scaso.fr,0558830083,Leclerc Express Labouheyre,FREVBP1936003,Non concerné,Leclerc Express Labouheyre,Parking privé à usage public,"67 Allée des Genêts, 40210 Labouheyre",40134,"[44.202740, -0.926388]",1,FREVBP19360031943430,Non concerné,22,false,true,false,false,false,true,false,false,false,gratuit,Accès libre,false,"Mo 08:00-21:00, Tu 08:00-21:00, We 08:00-21:00, Th 08:00-21:00, Fr 08:00-21:00, Sa 08:00-21:00, Su 08:00-21:00",Accessible mais non réservé PMR,Non concerné,false,Indirect,,2021-02-11,"Recharge uniquement disponible pendant les horaires d'ouverture du BBJ, Carte de recharge à demander à l'accueil",2021-05-18,2021-05-28T16:57:47.576000,ec86b8c6-80f3-46b8-af7b-c329d2300567
PLAGECO DISTRIBUTION,394121545,ingrid.labarrere@scaso.fr,PLAGECO DISTRIBUTION,sylvie.at@scaso.fr,0558830083,Leclerc Express Labouheyre,FREVBP1936003,Non concerné,Leclerc Express Labouheyre,Parking privé à usage public,"67 Allée des Genêts, 40210 Labouheyre",40134,"[44.202740, -0.926388]",1,FREVBP19360031943402,Non concerné,22,false,true,false,false,false,true,false,false,false,gratuit,Accès libre,false,"Mo 08:00-21:00, Tu 08:00-21:00, We 08:00-21:00, Th 08:00-21:00, Fr 08:00-21:00, Sa 08:00-21:00, Su 08:00-21:00",Accessible mais non réservé PMR,Non concerné,false,Indirect,,2021-02-11,"Recharge uniquement disponible pendant les horaires d'ouverture du BBJ, Carte de recharge à demander à l'accueil",2021-05-18,2021-05-28T16:57:47.576000,ec86b8c6-80f3-46b8-af7b-c329d2300567
PHA,313029928,contact@pha.fr,,contact@pha.fr,,PHA,Non concerné,01F5DSBVJZZC31QQFGBD9V703S,Parking PHA,Parking privé réservé à la clientèle,14 ZI des Piboules 84300 Cavaillon,84035,"[43.829884,5.052629]",1,Non concerné,01F5DTP4DH384K9KWSRATR2QTW,22,false,true,false,false,false,true,false,false,false,,Accès réservé,false,"LUN-VEN 08:00-12:30,LUN-VEN 13:30-18:00",Accessible mais non réservé PMR,HAUT MAX 2M,false,Indirect,25869030357793,2021-05-03,Recharge destinée uniquement au personnel et aux clients aux horaire d'ouverture de l'entreprise,2021-05-07,2021-05-28T16:57:47.247000,0832728c-7ecf-4b79-ac44-a3d8df660658
GAMBUS SARL,305206211,DIRECTION@GAMBUS.FR,,direction@gambus.fr,,GAMBUS,Non concerné,01F53GETJK68P92WZKVHQB410M,PARKING GAMBUS,Parking privé réservé à la clientèle,93 Avenue des Banquets 84300 Cavaillon,84035,"[43.815137,5.041201]",1,Non concerné,01F53GRQPB2S0YH2JF6KNBGGBN,22,false,true,false,false,false,true,false,false,false,,Accès réservé,false,"LUN-JEU 08:00-12h00,LUN-JEU 13:00-17:00,VEN 8:00-12,VEN 13:00-16:00",Accessible mais non réservé PMR,Haut 2m,false,Indirect,25898552765607,2021-04-30,Recharge destinée uniquement au personnel et aux clients aux horaire d'ouverture de l'entreprise,2021-05-07,2021-05-28T16:57:47.247000,0832728c-7ecf-4b79-ac44-a3d8df660658
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50290001,,BREHAL - rue de la Plage,Voirie,Rue St Martin 50290 BREHAL,50076,"[48.898219,-1.5160379]",2,FRS50E502900012,,22,true,false,false,false,true,false,true,false,true,,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02522286467615,2016-10-14,"Prise T3-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50292001,,MARIGNY - Rue du 8 Mai 45,Voirie,9 rue du Huit Mai 1945 50570 MARIGNY,50292,"[49.1000191,-1.2436855]",2,FRS50E502920012,,22,true,false,false,false,true,false,true,false,true,,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02562807451354,2017-11-22,"Prise T3-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50560002,,GOUVILLE SUR MER - Crédit Mutuel,Voirie,Route de Coutances 50560 GOUVILLE SUR MER,50215,"[49.0965681,-1.5794053]",2,FRS50E505600022,,22,true,false,false,false,true,false,true,false,true,,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02522865338831,2016-10-20,"Prise T3-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50430001,,LESSAY - Le rond Point,Voirie,Rue du Ferrage 50430 LESSAY,50267,"[49.2121913,-1.5276278]",2,FRS50E504300012,,22,true,false,false,false,true,false,true,false,true,,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02519392111627,2016-08-18,"Prise T3-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50610001,,JULLOUVILLE - Syndicat d'Initiative,Voirie,11 avenue du Marechal Leclerc 50610 JULLOUVILLE,50066,"[48.7743602,-1.5673533]",2,FRS50E506100012,,22,true,false,false,false,true,false,true,false,true,,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02547901518269,2016-10-28,"Prise T3-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50400005,,GRANVILLE - PLACE DES CORSAIRES,Voirie,1 Place des Corsaires 50400 GRANVILLE,50218,"[48.837858,-1.600058]",2,FRS50E504000051,,22,true,false,false,false,true,false,true,false,true,,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,50016588443745,2021-05-20,"Prise T3-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-20,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50600001,,PARIGNY - St Berthevin,Voirie,5 rue St Berthevin 50600 PARIGNY,50391,"[48.5866543,-1.0898374]",2,FRS50E506000011,,22,true,true,false,false,false,false,true,false,true,,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02571056366142,2017-02-17,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P505621,,ST VAAST LA HOUGUE,Voirie,19 rue Flandres Dunkerque 50550 ST VAAST LA HOUGUE,50562,"[49.5886421,-1.2716169]",2,FRS50E5056212,,22,true,false,false,false,true,false,true,false,true,,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02501736539143,2018-02-15,"Prise T3-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50003001,,AGON-COUTAINVILLE - Avenue du Golf,Voirie,5 avenue du Golf 50230 AGON-COUTAINVILLE,50003,"[49.0490526,-1.5985858]",2,FRS50E500030012,,22,true,false,false,false,true,false,true,false,true,,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02517655498034,2017-02-17,"Prise T3-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50147001,,COUTANCES - la Paletière,Voirie,Le Haut de Délasse 50200 COUTANCES,50147,"[49.054234,-1.4666847]",2,FRS50E501470012,,22,true,false,false,false,true,false,true,false,true,,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02579739433912,2017-08-22,"Prise T3-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
CHERBOURG EN COTENTIN,200056844,mairie@cherbourg.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P501297,,CHERBOURG OCTEVILLE - Cité de la Mer,Voirie,1 Allée du Président Menut 50100 CHERBOURG OCTEVILLE,50129,"[49.643581,-1.617731]",2,FRS50E5012971,,22,true,true,false,false,false,false,true,true,true,,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02579594715491,2018-04-27,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
AVRANCHES,200083640,mairie@avranches.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50025001,,AVRANCHES - Gare,Voirie,3 Place de la Gare 50300 AVRANCHES,50025,"[48.6908636,-1.3691367]",2,FRS50E500250012,,3,true,false,false,false,true,false,true,false,true,,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Indirect,02598986946060,2017-05-11,"Prise T3-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P502242,,GUILBERVILLE - Aire de covoiturage Le Saussey,Station dédiée à la recharge rapide,D974 50160 GUILBERVILLE,50224,"[48.983317,-0.954338]",3,FRS50E5022422,,100,false,false,true,false,false,false,true,true,true,,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,50028465411117,2020-11-26,"Prise COMBO-CCS<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr, soit d'un TPE sans contact<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
ST LO,215005026,hotel.ville@mairie-saint-lo.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P505024,,ST LO - Gare,Voirie,Rue du Bourg Buisson 50000 ST LO,50502,"[49.116437,-1.100014]",2,FRS50E5050242,,22,true,true,false,false,false,false,true,false,true,,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02518379086110,2017-11-30,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50560001,,GOUVILLE SUR MER - Plage,Voirie,Rue de la Mer 50560 GOUVILLE SUR MER,50215,"[49.0993255,-1.6079197]",2,FRS50E505600012,,22,true,false,false,false,true,false,true,false,true,,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02547033211454,2016-10-20,"Prise T3-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50340004,,LES PIEUX - La Fosse,Voirie,1 allee de la Fosse 50340 LES PIEUX,50402,"[49.5064375,-1.8044956]",2,FRS50E503400042,,22,true,false,false,false,true,false,true,false,true,,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02566280678789,2017-04-28,"Prise T3-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
ST LO,215005026,hotel.ville@mairie-saint-lo.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P505027,,ST LO - Dollee,Voirie,Rue du Pré de Haut 50000 ST LO,50502,"[49.119410,-1.087859]",2,FRS50E5050271,,22,true,false,false,false,true,false,true,false,true,,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02532850866306,2018-01-11,"Prise T3-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50540002,,ISIGNY LE BUAT - Carrefour des Biards,Voirie,Carrefour des Biards 50540 ISIGNY LE BUAT,50256,"[48.5960906,-1.1796253]",2,FRS50E505400021,,22,true,true,false,false,false,false,true,false,true,,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02547756800405,2016-10-23,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
CHERBOURG EN COTENTIN,200056844,mairie@cherbourg.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P501293,,CHERBOURG OCTEVILLE - St Clément,Voirie,1 Place St Clément 50100 CHERBOURG OCTEVILLE,50129,"[49.638748,-1.612950]",2,FRS50E5012932,,22,true,false,false,false,true,false,true,true,true,,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02533285019229,2018-06-20,"Prise T3-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50550001,,ST SAUVEUR LENDELIN - Mairie,Voirie,7 rue de l'Eglise 50490 ST SAUVEUR LENDELIN,50550,"[49.130605,-1.411350]",2,FRS50E505500012,,22,true,false,false,false,true,false,true,false,true,,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02523010056637,2017-03-24,"Prise T3-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50590002,,MONTMARTIN SUR MER - Place de l’eglise,Voirie,Rue Graime 50590 MONTMARTIN SUR MER,50349,"[48.988262,-1.523626]",2,FRS50E505900021,,22,true,true,false,false,false,false,true,false,true,,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02518523804884,2016-08-18,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P502391,,HEBECREVON,Voirie,Chemin des Bruyères 50180 HEBECREVON,50239,"[49.133094,-1.175209]",2,FRS50E5023912,,22,true,false,false,false,true,false,true,false,true,,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02584659839106,2017-12-20,"Prise T3-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
ST LO,215005026,hotel.ville@mairie-saint-lo.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P505022,,ST LO - Ronchettes,Voirie,Rue des Ronchettes 50000 ST LO,50502,"[49.104373,-1.064822]",2,FRS50E5050222,,22,true,true,false,false,false,false,true,false,true,,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02561939144069,2018-01-11,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50340001,,BENOITVILLE - Croix Georges,Voirie,La Croix Georges 50340 BENOITVILLE,50045,"[49.5357881,-1.7752953]",2,FRS50E503400012,,22,true,false,false,false,true,false,true,false,true,,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02591895729528,2016-10-28,"Prise T3-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50630001,,QUETTEHOU - Parking Halle au Grain,Voirie,1 rue de Gaulle 50630 QUETTEHOU,50417,"[49.5938654,-1.3036013]",2,FRS50E506300011,,22,true,true,false,false,false,false,true,false,true,,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02592185165178,2017-02-17,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P502921,,MARIGNY - aire de covoiturage,Voirie,Le Poteau 50570 MARIGNY,50292,"[49.0897834,-1.2491715]",2,FRS50E5029212,,22,true,false,false,false,true,false,true,false,true,,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02535021633360,2017-12-20,"Prise T3-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P502241,,GUILBERVILLE,Voirie,2 rue du Saussey 50160 GUILBERVILLE,50224,"[48.988129,-0.949023]",2,FRS50E5022411,,22,true,true,false,false,false,false,true,false,true,,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02496381947493,2018-03-23,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50200002,,COUTANCES - Place de la Croute,Voirie,place de la croute 50200 COUTANCES,50147,"[49.0486743,-1.4412921]",2,FRS50E502000022,,22,true,false,false,false,true,false,true,false,true,,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02543270548133,2017-05-31,"Prise T3-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
